prompt,theme_id,theme_label,trend_id,trend_title,width,height,aspect_ratio
"dot-matrix animal portrait, ASCII dithering art style, monochrome digital image built from dense text characters and halftone pixel shading, retro terminal aesthetics, black-and-white bitmap rendering, visible ASCII symbols and glyph clusters, character-based texture, layered dither patterns for shading and depth, high contrast gritty low-resolution look, screenprint tonal breakup, raw computational texture, early computer graphics feel, retro cyber-visual language, deliberately limited palette, structured noise, crisp composition, dot-matrix character shading study, raw digital texture, animal subjects only, wildlife, pets, creatures, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No color photography, smooth gradients, photorealistic detail, clean vector lines, glossy rendering, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",animals,Animals,10,Dithering ASCII,1920,1080,16:9
"childlike house doodle, naïve childlike illustration, hand-drawn doodles, shaky marker outlines, uneven crayon strokes, imperfect proportions, playful scribbles, simple shapes, bright expressive colors, analog paper texture, emotionally raw charm, crayon notebook doodles, messy childlike shapes, vibrant primaries, uneven coloring outside the lines, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No realism, vector clean lines, glossy shading, perfect symmetry, photorealistic textures, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,1,Imperfect Minimalism,1920,1080,16:9
"architectural souvenir trinkets, flat-lay catalog of isolated objects, specimen sheet layout, numbered labels, monospaced typography accents, symmetrical grid, nostalgic items, clean shadowless cutouts, archival feel, index sheet of childhood artifacts, isolated on cream background, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No messy background, dramatic lighting, depth perspective, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,2,Object Nostalgia,1920,1080,16:9
"city skyline gradient haze, grainy gradient blur fields, soft airbrush haze, dreamy color transitions, misty atmosphere, editorial minimalism, floating shapes, subtle noise texture, dreamy neon mist with soft grain overlay, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No sharp edges, crisp realism, cluttered layout, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,3,Atmospheric Gradient,1920,1080,16:9
"fuzzy landmark blob icon, fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, round chibi blob with candy-colored airbrush texture, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No realistic anatomy, detailed fur, creepy faces, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,4,Plush Surrealism,1920,1080,16:9
"neon skyline distortion, acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, grain-sprayed neon mist, raw abstract intensity, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No clean vector shapes, polished gloss, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,5,Psychedelic Optics,1920,1080,16:9
"soft-focus rooftop garden, ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, elegant floral silhouette dissolving into gradients, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No sharp realism, botanical clarity, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,6,Ethereal Botanics,1920,1080,16:9
"chaotic CITY letter poster, chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, text-based poster made entirely of distorted glyphs, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No perfect kerning, clean minimalism, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,7,Fragmented Type,1920,1080,16:9
"xerox punk venue flyer, grunge zine collage, xerox textures, torn edges, graffiti scribbles, ransom-note letters, gritty halftone patterns, 90s underground aesthetic, 90s skate zine vibes, raw contrast, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No clean edges, polished type, corporate design, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,8,Xerox Punk,1920,1080,16:9
"retro map overlay UI, broadcast signal graphics, hyper-saturated neon, cartoon doodles, clunky early 3D blobs, fake UI overlays, chaotic retro motion energy, pop culture surrealism, chaotic colorful doodles layered over motion blur, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No muted colors, minimal layout, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,9,Broadcast Signals,1920,1080,16:9
"bitmap city skyline ASCII, ASCII dithering art style, monochrome digital image built from dense text characters and halftone pixel shading, retro terminal aesthetics, black-and-white bitmap rendering, visible ASCII symbols and glyph clusters, character-based texture, layered dither patterns for shading and depth, high contrast gritty low-resolution look, screenprint tonal breakup, raw computational texture, early computer graphics feel, retro cyber-visual language, deliberately limited palette, structured noise, crisp composition, dot-matrix character shading study, raw digital texture, architecture and place subjects only, buildings, landmarks, cityscapes, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No color photography, smooth gradients, photorealistic detail, clean vector lines, glossy rendering, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",architecture-places,Architecture & Places,10,Dithering ASCII,1920,1080,16:9
"crayon car doodle, naïve childlike illustration, hand-drawn doodles, shaky marker outlines, uneven crayon strokes, imperfect proportions, playful scribbles, simple shapes, bright expressive colors, analog paper texture, emotionally raw charm, crayon notebook doodles, messy childlike shapes, vibrant primaries, uneven coloring outside the lines, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No realism, vector clean lines, glossy shading, perfect symmetry, photorealistic textures, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,1,Imperfect Minimalism,1920,1080,16:9
"vintage travel tokens flat-lay, flat-lay catalog of isolated objects, specimen sheet layout, numbered labels, monospaced typography accents, symmetrical grid, nostalgic items, clean shadowless cutouts, archival feel, index sheet of childhood artifacts, isolated on cream background, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No messy background, dramatic lighting, depth perspective, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,2,Object Nostalgia,1920,1080,16:9
"horizon road gradient wash, grainy gradient blur fields, soft airbrush haze, dreamy color transitions, misty atmosphere, editorial minimalism, floating shapes, subtle noise texture, dreamy neon mist with soft grain overlay, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No sharp edges, crisp realism, cluttered layout, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,3,Atmospheric Gradient,1920,1080,16:9
"fuzzy airplane blob mascot, fuzzy gradient blob creature, amorphous shape, airbrushed edges, neon candy gradients, chibi face, big round eyes, adorable surreal mascot, round chibi blob with candy-colored airbrush texture, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No realistic anatomy, detailed fur, creepy faces, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,4,Plush Surrealism,1920,1080,16:9
"neon speed blur streaks, acid-blur neon gradients, spray-paint plumes, grain-heavy edges, chaotic dreamlike haze, high-saturation glow, energetic poster aesthetic, grain-sprayed neon mist, raw abstract intensity, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No clean vector shapes, polished gloss, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,5,Psychedelic Optics,1920,1080,16:9
"misty mountain pass vista, ethereal soft-focus florals, dreamy pastel gradients, glowing petals, atmospheric haze, dissolving shapes, elegant minimalist floral aura, elegant floral silhouette dissolving into gradients, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No sharp realism, botanical clarity, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,6,Ethereal Botanics,1920,1080,16:9
"chaotic GO type travel poster, chaotic typographic collage, oversized letters, mixed fonts, stretched & warped text, photocopy grain, neon accents, zine-inspired layout, text-based poster made entirely of distorted glyphs, transport and travel subjects only, vehicles, airplanes, luggage, maps, sticker sheet layout, exact 1920 by 1080 pixel canvas, rigid 6 column by 3 row grid with 320px square cells edge-to-edge, 60px empty transparent margin top and bottom, grid occupies middle 960px, 18 identical die-cut stickers each centered in its cell fully inside cell bounds, each sticker die-cut vinyl sticker, thick white outline border following subject silhouette, transparent background, no fill behind subject, isolated cutout subject, only white border around sticker edge, no scene background, no colored backdrop, pixel-perfect grid alignment, zero inter-cell gaps, slice-ready uniform sizing, rows and columns of isolated cutout subjects, all stickers fully contained within canvas bounds, nothing cropped at sheet edges, non-overlapping sticker layout, no overlapping stickers or shadows. No perfect kerning, clean minimalism, single lone sticker, one subject only, full scene background, empty sheet, stickers touching frame edge, cropped or clipped stickers, overlapping stickers, overlapping drop shadows, stickers bleeding outside bounds, tight edge-to-edge layout, zero margin, uneven sticker sizes, non-uniform icon dimensions, irregular spacing, staggered layout, freeform placement, different sticker scales, misaligned grid, overlapping cells, variable cell sizes, content bleeding across cell lines, wrong canvas size, inter-cell gutters, wrong aspect ratio, colored background, grey backing, gradient backdrop, scene environment, drop shadow, cast shadow, fill behind subject, rectangular photo crop, full bleed background, environment behind subject",transport-travel,Transport & Travel,7,Fragmented Type,1920,1080,16:9
